record_id,org_name,street,city,postcode,website,phone,industry,hardness
r0617,Redgate Motors Corporation,14 Canal Street,Plymouth,N98 7HJ,www.redgatemotors.co.uk,+44 1525 395819,engineering,canonical
r0618,"Logistics, Colville Corporation",99 Kings Way,Plymouth,E27 4AG,www.colvillelogistics.co.uk,+44 1325 618383,food-production,word_order
r0619,Hollingsworth Solutions Ltd,77 Station Road,Plymouth,N65 5DJ,www.hollingsworthgroup.co.uk,+44 1739 575885,engineering,parent_sub
r0620,AM & Co,192 Kings Way,Glasgow,M33 6AD,www.ashcroftmotors.co.uk,+44 1677 669325,logistics,acronym
r0621,Garrick Solutions Ltd.,48 Victoria Road,Leeds,G66 1JE,www.garrick.co.uk,+44 1472 455612,wholesale,common_token
r0622,Harrow Plastics LLP,195 Canal Street,Sheffield,A38 2BB,www.harrowplastics.co.uk,+44 1244 537940,engineering,legal_form
r0623,Harrow Solutions Ltd,168 Station Road,Dundee,L41 5EB,www.harrowgroup.co.uk,+44 1719 818718,manufacturing,parent_sub
r0624,Ashcroft Logistics,134 Queens Park,Cardiff,,,,chemicals,missing
r0625,Rushmoor Instruments & Co,175 Victoria Road,Swansea,M37 5BA,www.rushmoorinstrument.co.uk,+44 1403 753836,food-production,canonical
r0626,Baxter Holdings Limited,29 Queens Park,Leeds,S92 7AH,www.baxter.co.uk,+44 1883 991460,logistics,common_token
r0627,CI LLP,124 Kings Way,Swansea,L64 8EJ,www.cavendishinstrumen.co.uk,+44 1867 724922,wholesale,acronym
r0628,Quarrenden Manufacturing Incorporated,17 High Street,Norwich,D40 1BD,www.quarrendenmanufact.co.uk,+44 1146 298325,manufacturing,canonical
r0629,Ashcroft Holdings Limited,80 Station Road,Norwich,G42 8BA,www.ashcroft.co.uk,+44 1832 549281,manufacturing,common_token
r0630,Fairbourne Solutions Ltd,21 High Street,Dundee,L60 2GA,www.fairbourne.co.uk,+44 1622 427699,engineering,common_token
r0631,Draycott Systems Limited,140 Station Road,Swansea,G41 7JE,www.draycott.co.uk,+44 1353 747659,logistics,common_token
r0632,Elmhurst Plastics,129 Queens Park,Leeds,,,,manufacturing,missing
r0633,PE LLP,195 Foundry Road,Dundee,L63 5JF,www.pinnacleengineerin.co.uk,+44 1165 335237,food-production,acronym
r0634,Sterling Packaging Ltd.,19 Victoria Road,Swansea,M13 1BA,www.sterlingpackaging.co.uk,+44 1932 716242,chemicals,branch
r0635,Stanbridge Mfg Corp,153 High Street,Plymouth,L91 5DG,www.stanbridgemanufact.co.uk,+44 1581 262993,food-production,abbrev
r0636,Langmere Engineering Inc,63 Kings Way,Sheffield,B70 8DG,www.langmereengineerin.co.uk,+44 1846 310759,manufacturing,legal_form
r0637,Elmhurst Instruments Ltd,57 Queens Park,Leeds,B31 2GJ,www.elmhurstinstrument.co.uk,+44 1908 191651,chemicals,legal_form
r0638,Kirkland Textiles Corp,126 Kings Way,Plymouth,G24 5AF,www.kirklandtextiles.co.uk,+44 1223 204742,manufacturing,legal_form
r0639,Pinnacle Engineering Inc,197 Mill Lane,Leeds,D55 1EH,www.pinnacleengineerin.co.uk,+44 1849 720765,manufacturing,branch
r0640,"Instruments, Elmhurst LLP",1 Victoria Road,Leeds,L75 3JF,www.elmhurstinstrument.co.uk,+44 1702 126648,manufacturing,word_order
r0641,Jarrow Instruments PLC,92 Canal Street,Leeds,D20 8FB,www.jarrowinstruments.co.uk,+44 1500 589084,food-production,canonical
r0642,Acme Textiles PLC,199 Canal Street,Bristol,E78 6JE,www.acmetextiles.co.uk,+44 1780 433843,logistics,canonical
r0643,"Foods, Pinnacle Limited",152 Foundry Road,Sheffield,B1 4FE,www.pinnaclefoods.co.uk,+44 1282 840932,wholesale,word_order
r0644,"Instruments, Pinnacle Inc",183 Kings Way,Derby,S86 5JG,www.pinnacleinstrument.co.uk,+44 1340 667593,wholesale,word_order
r0645,EC Corporation,8 Station Road,Bristol,E78 1GE,www.elmhurstchemicals.co.uk,+44 1468 743758,logistics,acronym
r0646,Thornton Foods Ltd.,132 Foundry Road,Bristol,S69 6FA,www.thorntonfoods.co.uk,+44 1284 176840,wholesale,legal_form
r0647,Pinnacle Instruments Corporation,183 Kings Way,Derby,S86 5JG,www.pinnacleinstrument.co.uk,+44 1997 327889,wholesale,legal_form
r0648,Penhale Partners PLC,75 Kings Way,Norwich,A27 1JJ,www.penhalegroup.co.uk,+44 1688 988348,food-production,parent_sub
r0649,Cavendish Chemicals Corporation,159 Foundry Road,Plymouth,M26 5DD,www.cavendishchemicals.co.uk,+44 1974 807032,chemicals,canonical
r0650,Blackwell Chemicals LLP,98 Station Road,Norwich,D57 8ED,www.blackwellchemicals.co.uk,+44 1593 533960,food-production,legal_form
r0651,Fairbourne Packaging Limited,140 Canal Street,Bristol,S80 3FF,www.fairbournepackagin.co.uk,+44 1339 404042,engineering,legal_form
r0652,Oakhampton Textiles Incorporated,184 Kings Way,Sheffield,G21 2AG,www.oakhamptontextiles.co.uk,+44 1183 952553,wholesale,branch
r0653,Rushmoor Manufacturing & Co,144 Queens Park,Leeds,S6 6FH,www.rushmoormanufactur.co.uk,+44 1555 128886,wholesale,legal_form
r0654,"Engineering, Acme Corporation",87 Kings Way,Leeds,A98 1EE,www.acmeengineering.co.uk,+44 1224 317484,food-production,word_order
r0655,Acme Foods Ltd,139 Victoria Road,Leeds,D41 1EH,www.acmefoods.co.uk,+44 1734 759040,manufacturing,canonical
r0656,"Textiles, Quarrenden Incorporated",120 Station Road,Cardiff,S1 7DF,www.quarrendentextiles.co.uk,+44 1286 224153,logistics,word_order
r0657,Rushmoor Mfg Corporation,144 Queens Park,Leeds,S6 6FH,www.rushmoormanufactur.co.uk,+44 1743 670365,wholesale,abbrev
r0658,Draycott Manufacturing Ltd.,161 High Street,Dundee,M71 8FD,www.draycottmanufactur.co.uk,+44 1702 118429,wholesale,canonical
r0659,Kirkland Packaging PLC,102 Station Road,Norwich,G26 6DJ,www.kirklandpackaging.co.uk,+44 1206 594933,food-production,legal_form
r0660,Pinnacle Instruments Incorporated,160 Kings Way,Dundee,G32 7AF,www.pinnacleinstrument.co.uk,+44 1651 557627,manufacturing,canonical
r0661,Kirkland Services Ltd,11 Queens Park,Norwich,L61 7FA,www.kirklandgroup.co.uk,+44 1291 839003,manufacturing,parent_sub
r0662,Sterling Logistics Inc,49 Queens Park,Derby,A56 5DE,www.sterlinglogistics.co.uk,+44 1476 898773,chemicals,canonical
r0663,Elmhurst Plastics Ltd.,129 Queens Park,Leeds,A71 5EG,www.elmhurstplastics.co.uk,+44 1970 667161,manufacturing,legal_form
r0664,"Logistics, Acme Inc",52 Kings Way,Bristol,A8 3ED,www.acmelogistics.co.uk,+44 1975 248000,manufacturing,word_order
r0665,Ingleby Chem LLP,144 Station Road,Plymouth,E26 5GH,www.inglebychemicals.co.uk,+44 1507 592342,chemicals,abbrev
r0666,"Manufacturing, Rushmoor Corporation",144 Queens Park,Leeds,S6 6FH,www.rushmoormanufactur.co.uk,+44 1220 287116,wholesale,word_order
r0667,"Instruments, Thornton Ltd",94 High Street,Leeds,G88 1HG,www.thorntoninstrument.co.uk,+44 1947 886163,manufacturing,word_order
r0668,Hollingsworth Instruments Corporation,110 Queens Park,Glasgow,S57 1HH,www.hollingsworthinstr.co.uk,+44 1998 203873,chemicals,legal_form
r0669,Cavendish Instruments Incorporated,124 Kings Way,Swansea,L64 8EJ,www.cavendishinstrumen.co.uk,+44 1204 796690,wholesale,canonical
r0670,MM Corporation,69 High Street,Sheffield,A94 5AE,www.mowbraymanufacturi.co.uk,+44 1211 980996,logistics,acronym
r0671,Rushmoor Instr & Co,175 Victoria Road,Swansea,M37 5BA,www.rushmoorinstrument.co.uk,+44 1483 682302,food-production,abbrev
r0672,Penhale Textiles Ltd.,84 Queens Park,Cardiff,G12 5AH,www.penhaletextiles.co.uk,+44 1470 803069,manufacturing,legal_form
r0673,Netherby Chemicals Corp,130 High Street,Plymouth,A31 4EG,www.netherbychemicals.co.uk,+44 1520 344162,engineering,canonical
r0674,JL Inc,160 Queens Park,Plymouth,D51 3EH,www.jarrowlogistics.co.uk,+44 1304 334436,food-production,acronym
r0675,Redgate Solutions & Co,188 Canal Street,Plymouth,L16 5GA,www.redgate.co.uk,+44 1647 183420,logistics,common_token
r0676,Pinnacle Engineering Inc,65 Foundry Road,Sheffield,E89 7JG,www.pinnacleengineerin.co.uk,+44 1455 709680,manufacturing,canonical
r0677,Sterling Instruments Corporation,119 Canal Street,Dundee,A28 2AB,www.sterlinginstrument.co.uk,+44 1369 473421,wholesale,canonical
r0678,Rushmoor Packaging Limited,23 Kings Way,Leeds,N52 1JG,www.rushmoorpackaging.co.uk,+44 1811 517320,engineering,canonical
r0679,Thornton Instr Ltd,94 High Street,Leeds,G88 1HG,www.thorntoninstrument.co.uk,+44 1287 679754,manufacturing,abbrev
r0680,Elmhurst Motors Limited,166 Station Road,Swansea,M59 1EF,www.elmhurstmotors.co.uk,+44 1925 171808,engineering,canonical
r0681,Hollingsworth Motors PLC,199 Station Road,Leeds,S2 4EA,www.hollingsworthmotor.co.uk,+44 1690 267321,manufacturing,canonical
r0682,Blackwell Textiles Ltd,135 Foundry Road,Glasgow,S66 5DA,www.blackwelltextiles.co.uk,+44 1799 567621,chemicals,branch
r0683,Kirkland Solutions Ltd,18 High Street,Norwich,B87 1DD,www.kirkland.co.uk,+44 1602 845703,logistics,common_token
r0684,Ashcroft Foods PLC,129 Kings Way,Dundee,G41 2FD,www.ashcroftfoods.co.uk,+44 1918 675444,chemicals,canonical
r0685,LI PLC,124 Station Road,Swansea,B52 7AB,www.langmereinstrument.co.uk,+44 1426 598525,chemicals,acronym
r0686,Cavendish Instruments,95 High Street,Bristol,,,,wholesale,missing
r0687,Ashcroft Foods Inc,155 Mill Lane,Plymouth,D20 2EF,www.ashcroftfoods.co.uk,+44 1977 752995,wholesale,abbrev
r0688,Pinnacle Instruments Inc,183 Kings Way,Derby,S86 5JG,www.pinnacleinstrument.co.uk,+44 1847 743290,wholesale,canonical
r0689,"Chemicals, Ingleby LLP",144 Station Road,Plymouth,E26 5GH,www.inglebychemicals.co.uk,+44 1660 802641,chemicals,word_order
r0690,Thornton Pkg Corp,186 Station Road,Norwich,S79 1JF,www.thorntonpackaging.co.uk,+44 1128 856425,wholesale,abbrev
r0691,"Motors, Redgate PLC",160 Queens Park,Glasgow,A43 2HE,www.redgatemotors.co.uk,+44 1407 687045,chemicals,word_order
r0692,BL & Co,59 Kings Way,Plymouth,S86 5JG,www.baxterlogistics.co.uk,+44 1202 947350,engineering,acronym
r0693,Ashcroft Group Inc,110 Canal Street,Glasgow,E74 3JG,www.ashcroftgroup.co.uk,+44 1462 534154,logistics,parent_sub
r0694,Draycott Holdings Corp,118 Kings Way,Glasgow,L74 7EA,www.draycottgroup.co.uk,+44 1167 389401,wholesale,parent_sub
r0695,Pinnacle Manufacturing Inc,119 Kings Way,Norwich,L3 1AJ,www.pinnaclemanufactur.co.uk,+44 1399 511231,logistics,canonical
r0696,AT PLC,154 Canal Street,Derby,G17 8HH,www.ashcrofttextiles.co.uk,+44 1217 481606,wholesale,acronym
r0697,Thornton Instruments Ltd,94 High Street,Leeds,G88 1HG,www.thorntoninstrument.co.uk,+44 1445 305854,manufacturing,canonical
r0698,Jarrow Textiles & Co,153 Victoria Road,Norwich,N36 5FF,www.jarrowtextiles.co.uk,+44 1565 480809,manufacturing,legal_form
r0699,Stanbridge Solutions Ltd.,39 Kings Way,Sheffield,D25 7EA,www.stanbridgegroup.co.uk,+44 1755 865233,logistics,parent_sub
r0700,"Textiles, Acme PLC",199 Canal Street,Bristol,E78 6JE,www.acmetextiles.co.uk,+44 1110 914926,logistics,word_order
r0701,Mowbray Logistics Limited,138 Kings Way,Swansea,G8 8HB,www.mowbraylogistics.co.uk,+44 1904 546676,chemicals,branch
r0702,Jarrow Chemicals Corporation,110 Canal Street,Swansea,B53 3AG,www.jarrowchemicals.co.uk,+44 1730 457572,chemicals,canonical
r0703,CE Ltd,84 Station Road,Sheffield,M73 5HJ,www.cavendishengineeri.co.uk,+44 1842 341907,engineering,acronym
r0704,Northern Plastics Inc,5 Victoria Road,Glasgow,L29 5EG,www.northernplastics.co.uk,+44 1325 482381,food-production,canonical
r0705,Pinnacle Eng LLP,18 Kings Way,Sheffield,S74 2GG,www.pinnacleengineerin.co.uk,+44 1404 758541,engineering,abbrev
r0706,Blackwell Engineering & Co,155 Victoria Road,Dundee,A64 2GD,www.blackwellengineeri.co.uk,+44 1975 610233,engineering,canonical
r0707,Thornton Manufacturing Limited,137 Station Road,Derby,M27 8ED,www.thorntonmanufactur.co.uk,+44 1937 675969,wholesale,canonical
r0708,Pinnacle Motors & Co,188 Mill Lane,Derby,A60 7BJ,www.pinnaclemotors.co.uk,+44 1222 602046,engineering,legal_form
r0709,Ashcroft Plastics PLC,133 Canal Street,Glasgow,N35 3DE,www.ashcroftplastics.co.uk,+44 1996 101597,food-production,canonical
r0710,Cavendish Instruments & Co,95 High Street,Bristol,G96 1FB,www.cavendishinstrumen.co.uk,+44 1594 515395,wholesale,legal_form
r0711,Acme Systems PLC,18 Canal Street,Bristol,G26 7BF,www.acme.co.uk,+44 1421 700948,wholesale,common_token
r0712,Penhale Textiles Corp,84 Queens Park,Cardiff,G12 5AH,www.penhaletextiles.co.uk,+44 1437 213081,manufacturing,canonical
r0713,"Chemicals, Pinnacle PLC",194 High Street,Norwich,M70 3BB,www.pinnaclechemicals.co.uk,+44 1461 464616,engineering,word_order
r0714,Ashcroft Textiles Incorporated,140 High Street,Swansea,G87 7DJ,www.ashcrofttextiles.co.uk,+44 1613 587152,chemicals,canonical
r0715,Northern Textiles Ltd.,54 Kings Way,Norwich,L45 2DH,www.northerntextiles.co.uk,+44 1831 742563,engineering,legal_form
r0716,Cavendish Instruments Corporation,147 High Street,Dundee,D21 8DE,www.cavendishinstrumen.co.uk,+44 1639 688125,wholesale,branch
r0717,IP Inc,84 Mill Lane,Sheffield,E44 7BJ,www.inglebypackaging.co.uk,+44 1567 783475,logistics,acronym
r0718,Ingleby Solutions Corp,40 High Street,Cardiff,G28 3JB,www.inglebygroup.co.uk,+44 1732 592602,engineering,parent_sub
r0719,Mowbray Logistics Limited,140 Mill Lane,Plymouth,B68 8HD,www.mowbraylogistics.co.uk,+44 1337 759649,chemicals,canonical
r0720,Oakhampton Foods PLC,159 Kings Way,Sheffield,N77 7HF,www.oakhamptonfoods.co.uk,+44 1156 605747,logistics,abbrev
r0721,Hollingsworth Instruments Corp,57 Victoria Road,Dundee,M25 6AF,www.hollingsworthinstr.co.uk,+44 1770 706316,manufacturing,canonical
r0722,Mowbray Manufacturing & Co,69 High Street,Sheffield,A94 5AE,www.mowbraymanufacturi.co.uk,+44 1918 379644,logistics,canonical
r0723,Oakhampton Instruments LLP,43 Queens Park,Bristol,M11 3JJ,www.oakhamptoninstrume.co.uk,+44 1322 821942,food-production,canonical
r0724,Kirkland Manufacturing Limited,11 Queens Park,Norwich,L61 7FA,www.kirklandmanufactur.co.uk,+44 1861 399015,manufacturing,legal_form
r0725,Pinnacle Motors LLP,20 Kings Way,Glasgow,L8 7GE,www.pinnaclemotors.co.uk,+44 1740 160170,wholesale,canonical
r0726,LC Incorporated,116 Canal Street,Dundee,B33 7BE,www.langmerechemicals.co.uk,+44 1658 770865,chemicals,acronym
r0727,Colville Foods & Co,32 Mill Lane,Sheffield,M2 6FF,www.colvillefoods.co.uk,+44 1302 581970,logistics,canonical
r0728,AC Corp,22 Foundry Road,Plymouth,L94 5JD,www.acmechemicals.co.uk,+44 1694 872513,chemicals,acronym
r0729,Ashcroft Textiles PLC,154 Canal Street,Derby,G17 8HH,www.ashcrofttextiles.co.uk,+44 1931 597286,wholesale,canonical
r0730,Jarrow Logistics,183 Mill Lane,Cardiff,,,,engineering,missing
r0731,Hollingsworth Textiles Incorporated,25 Foundry Road,Dundee,M24 7DH,www.hollingsworthtexti.co.uk,+44 1811 254515,manufacturing,legal_form
r0732,Quarrenden Logistics Corp,168 Station Road,Norwich,S46 7EE,www.quarrendenlogistic.co.uk,+44 1753 463276,wholesale,canonical
r0733,Hollingsworth Chemicals Ltd,77 Station Road,Plymouth,N65 5DJ,www.hollingsworthchemi.co.uk,+44 1789 610268,engineering,canonical
r0734,Sterling Logistics Incorporated,49 Queens Park,Derby,A56 5DE,www.sterlinglogistics.co.uk,+44 1223 299001,chemicals,legal_form
r0735,Rushmoor Foods Corp,171 Kings Way,Swansea,E51 4DD,www.rushmoorfoods.co.uk,+44 1912 736131,manufacturing,legal_form
r0736,Penhale Chemicals Corp,125 High Street,Dundee,E70 3AA,www.penhalechemicals.co.uk,+44 1930 956995,wholesale,legal_form
r0737,Pinnacle Engineering & Co,154 Kings Way,Cardiff,E42 8AA,www.pinnacleengineerin.co.uk,+44 1569 493043,food-production,branch
r0738,Acme Chemicals PLC,22 Foundry Road,Plymouth,L94 5JD,www.acmechemicals.co.uk,+44 1584 984509,chemicals,legal_form
r0739,Oakhampton Textiles Limited,30 Canal Street,Norwich,N35 2FA,www.oakhamptontextiles.co.uk,+44 1894 898928,wholesale,legal_form
r0740,Cavendish Packaging Limited,161 High Street,Dundee,L50 7DF,www.cavendishpackaging.co.uk,+44 1556 116848,food-production,legal_form
r0741,Hollingsworth Chemicals Ltd,81 Mill Lane,Glasgow,L58 3HB,www.hollingsworthchemi.co.uk,+44 1481 600232,engineering,branch
r0742,Cavendish Engineering Incorporated,84 Station Road,Sheffield,M73 5HJ,www.cavendishengineeri.co.uk,+44 1855 174120,engineering,canonical
r0743,SI & Co,96 Mill Lane,Glasgow,M85 2HE,www.sterlinginstrument.co.uk,+44 1219 227698,chemicals,acronym
r0744,OM Incorporated,64 Kings Way,Plymouth,B64 4FH,www.oakhamptonmotors.co.uk,+44 1443 508238,engineering,acronym
r0745,Oakhampton Manufacturing,50 Station Road,Derby,,,,logistics,missing
r0746,Mowbray Textiles Limited,57 Victoria Road,Norwich,A90 3DD,www.mowbraytextiles.co.uk,+44 1320 599345,engineering,canonical
r0747,Ingleby Foods Inc,130 Station Road,Cardiff,E63 4HJ,www.inglebyfoods.co.uk,+44 1145 660762,food-production,canonical
r0748,Ashcroft Logistics Inc,44 Queens Park,Plymouth,M69 4FJ,www.ashcroftlogistics.co.uk,+44 1880 769466,logistics,branch
r0749,Cavendish Plastics Corp,158 Foundry Road,Cardiff,G45 8DA,www.cavendishplastics.co.uk,+44 1576 633236,engineering,legal_form
r0750,PC Ltd,194 High Street,Norwich,M70 3BB,www.pinnaclechemicals.co.uk,+44 1324 462942,engineering,acronym
r0751,RT Limited,178 Queens Park,Leeds,E47 7JB,www.redgatetextiles.co.uk,+44 1370 534626,wholesale,acronym
r0752,"Instruments, Redgate LLP",108 High Street,Leeds,L87 5HJ,www.redgateinstruments.co.uk,+44 1756 430518,chemicals,word_order
r0753,Langmere Holdings Corp,12 Kings Way,Bristol,L64 6DB,www.langmere.co.uk,+44 1551 815147,wholesale,common_token
r0754,Redgate Textiles,178 Queens Park,Leeds,,,,wholesale,missing
r0755,Oakhampton Logistics LLP,116 Victoria Road,Plymouth,S8 8GE,www.oakhamptonlogistic.co.uk,+44 1891 718244,logistics,legal_form
r0756,Hollingsworth Instruments,110 Queens Park,Glasgow,,,,chemicals,missing
r0757,Ashcroft Services PLC,133 Canal Street,Glasgow,N35 3DE,www.ashcroftgroup.co.uk,+44 1447 207342,food-production,parent_sub
r0758,Rushmoor Services Ltd.,171 Kings Way,Swansea,E51 4DD,www.rushmoorgroup.co.uk,+44 1772 490064,manufacturing,parent_sub
r0759,Mowbray Instruments Ltd,7 Foundry Road,Bristol,G72 2JA,www.mowbrayinstruments.co.uk,+44 1155 754891,logistics,canonical
r0760,Cavendish Packaging Incorporated,36 Station Road,Cardiff,N28 1JG,www.cavendishpackaging.co.uk,+44 1530 299615,manufacturing,canonical
r0761,KM Inc,114 Kings Way,Dundee,N46 8DB,www.kirklandmotors.co.uk,+44 1456 651293,manufacturing,acronym
r0762,Ingleby Chemicals LLP,122 High Street,Bristol,A65 5BE,www.inglebychemicals.co.uk,+44 1323 938782,chemicals,branch
r0763,Mowbray Textiles,57 Victoria Road,Norwich,,,,engineering,missing
r0764,Stanbridge Plastics Ltd.,39 Kings Way,Sheffield,D25 7EA,www.stanbridgeplastics.co.uk,+44 1681 308507,logistics,abbrev
r0765,Oakhampton Foods Corporation,159 Kings Way,Sheffield,N77 7HF,www.oakhamptonfoods.co.uk,+44 1158 725103,logistics,legal_form
r0766,Fairbourne Pkg Corporation,140 Canal Street,Bristol,S80 3FF,www.fairbournepackagin.co.uk,+44 1578 797516,engineering,abbrev
r0767,Blackwell Chemicals Corp,98 Station Road,Norwich,D57 8ED,www.blackwellchemicals.co.uk,+44 1988 693004,food-production,canonical
r0768,Colville Log. Corporation,99 Kings Way,Plymouth,E27 4AG,www.colvillelogistics.co.uk,+44 1331 169655,food-production,abbrev
r0769,Ashcroft Logistics PLC,60 Canal Street,Dundee,L24 3HF,www.ashcroftlogistics.co.uk,+44 1538 792974,food-production,legal_form
r0770,Northern Logistics Ltd,63 Canal Street,Norwich,L84 7DG,www.northernlogistics.co.uk,+44 1456 201491,chemicals,branch
r0771,Elmhurst Textiles Corporation,158 Canal Street,Bristol,D26 7DF,www.elmhursttextiles.co.uk,+44 1310 646446,manufacturing,canonical
r0772,AL Corp,60 Canal Street,Dundee,L24 3HF,www.ashcroftlogistics.co.uk,+44 1138 226861,food-production,acronym
r0773,Ingleby Textiles Corp,97 Station Road,Glasgow,D44 6DD,www.inglebytextiles.co.uk,+44 1784 857336,wholesale,legal_form
r0774,Jarrow Plastics LLP,179 High Street,Bristol,S72 6BG,www.jarrowplastics.co.uk,+44 1412 272547,manufacturing,abbrev
r0775,Kirkland Motors Limited,114 Kings Way,Dundee,N46 8DB,www.kirklandmotors.co.uk,+44 1481 667303,manufacturing,canonical
r0776,Acme Logistics,52 Kings Way,Bristol,,,,manufacturing,missing
r0777,Acme Solutions PLC,19 Victoria Road,Derby,S90 2EH,www.acme.co.uk,+44 1967 806373,logistics,common_token
r0778,OL Ltd.,116 Victoria Road,Plymouth,S8 8GE,www.oakhamptonlogistic.co.uk,+44 1211 820374,logistics,acronym
r0779,"Logistics, Penhale Inc",197 High Street,Glasgow,E94 8DE,www.penhalelogistics.co.uk,+44 1483 166135,chemicals,word_order
r0780,Draycott Manufacturing Inc,161 High Street,Dundee,M71 8FD,www.draycottmanufactur.co.uk,+44 1149 876186,wholesale,legal_form
r0781,Blackwell Partners Inc,5 Station Road,Leeds,N84 8EF,www.blackwell.co.uk,+44 1736 734669,chemicals,common_token
r0782,Kirkland Manufacturing,84 Kings Way,Derby,,,,food-production,missing
r0783,Redgate Instruments Incorporated,165 Canal Street,Plymouth,D90 7GD,www.redgateinstruments.co.uk,+44 1575 969049,food-production,branch
r0784,Langmere Instruments & Co,124 Station Road,Swansea,B52 7AB,www.langmereinstrument.co.uk,+44 1625 135777,chemicals,legal_form
r0785,OI & Co,43 Queens Park,Bristol,M11 3JJ,www.oakhamptoninstrume.co.uk,+44 1773 101275,food-production,acronym
r0786,HI LLP,57 Victoria Road,Dundee,M25 6AF,www.hollingsworthinstr.co.uk,+44 1156 394321,manufacturing,acronym
r0787,Ingleby Instruments Corp,112 Queens Park,Plymouth,L88 8JD,www.inglebyinstruments.co.uk,+44 1102 504254,engineering,branch
r0788,Cavendish Solutions & Co,161 High Street,Dundee,L50 7DF,www.cavendishgroup.co.uk,+44 1570 698480,food-production,parent_sub
r0789,Draycott Manufacturing Ltd,18 High Street,Bristol,N8 7JE,www.draycottmanufactur.co.uk,+44 1262 987184,logistics,legal_form
r0790,Sterling Instr Corporation,119 Canal Street,Dundee,A28 2AB,www.sterlinginstrument.co.uk,+44 1917 560415,wholesale,abbrev
r0791,Pinnacle Packaging Corp,156 Foundry Road,Glasgow,M59 8HH,www.pinnaclepackaging.co.uk,+44 1220 460677,logistics,canonical
r0792,Ashcroft Engineering,70 Mill Lane,Cardiff,,,,engineering,missing
r0793,Stanbridge Engineering Corp,184 Station Road,Glasgow,N40 5FH,www.stanbridgeengineer.co.uk,+44 1347 174605,food-production,legal_form
r0794,Acme Systems Ltd,139 Victoria Road,Leeds,D41 1EH,www.acmegroup.co.uk,+44 1640 271200,manufacturing,parent_sub
r0795,Colville Logistics Ltd,99 Kings Way,Plymouth,E27 4AG,www.colvillelogistics.co.uk,+44 1157 281526,food-production,legal_form
r0796,Ashcroft Logistics Ltd.,110 Canal Street,Glasgow,E74 3JG,www.ashcroftlogistics.co.uk,+44 1684 437536,logistics,legal_form
r0797,Harrow Holdings Limited,195 Canal Street,Sheffield,A38 2BB,www.harrowgroup.co.uk,+44 1441 952888,engineering,parent_sub
r0798,Draycott Manufacturing PLC,102 Mill Lane,Norwich,N73 8GF,www.draycottmanufactur.co.uk,+44 1302 679373,manufacturing,canonical
r0799,Ashcroft Textiles Corp,140 High Street,Swansea,G87 7DJ,www.ashcrofttextiles.co.uk,+44 1379 163226,chemicals,legal_form
r0800,Sterling Foods PLC,111 Queens Park,Dundee,G39 4DB,www.sterlingfoods.co.uk,+44 1383 903424,chemicals,canonical
r0801,Redgate Motors & Co,14 Canal Street,Plymouth,N98 7HJ,www.redgatemotors.co.uk,+44 1991 395572,engineering,legal_form
r0802,Quarrenden Manufacturing PLC,143 High Street,Cardiff,B4 4DE,www.quarrendenmanufact.co.uk,+44 1905 961414,chemicals,legal_form
r0803,Elmhurst Instruments Incorporated,83 Mill Lane,Sheffield,A96 4EA,www.elmhurstinstrument.co.uk,+44 1258 101707,chemicals,branch
r0804,Sterling Logistics,49 Queens Park,Derby,,,,chemicals,missing
r0805,Elmhurst Chemicals Corporation,8 Station Road,Bristol,E78 1GE,www.elmhurstchemicals.co.uk,+44 1414 981523,logistics,legal_form
r0806,Colville Plastics Incorporated,31 Mill Lane,Glasgow,D61 1BB,www.colvilleplastics.co.uk,+44 1258 574044,manufacturing,branch
r0807,PM Corporation,188 Mill Lane,Derby,A60 7BJ,www.pinnaclemotors.co.uk,+44 1998 707520,engineering,acronym
r0808,Cavendish Instr Corporation,95 High Street,Bristol,G96 1FB,www.cavendishinstrumen.co.uk,+44 1395 321590,wholesale,abbrev
r0809,Pinnacle Eng Inc,65 Foundry Road,Sheffield,E89 7JG,www.pinnacleengineerin.co.uk,+44 1195 298099,manufacturing,abbrev
r0810,Colville Foods & Co,35 Kings Way,Bristol,E74 8BD,www.colvillefoods.co.uk,+44 1112 865689,logistics,branch
r0811,Quarrenden Plastics,84 Queens Park,Swansea,,,,engineering,missing
r0812,Acme Systems Incorporated,198 Canal Street,Cardiff,N94 1AG,www.acme.co.uk,+44 1393 119742,engineering,common_token
r0813,"Engineering, Netherby PLC",85 High Street,Norwich,N62 1DH,www.netherbyengineerin.co.uk,+44 1316 742565,manufacturing,word_order
r0814,Penhale Holdings Ltd.,199 Mill Lane,Cardiff,B23 5GH,www.penhalegroup.co.uk,+44 1206 344727,engineering,parent_sub
r0815,"Motors, Netherby PLC",197 Foundry Road,Derby,S1 2DG,www.netherbymotors.co.uk,+44 1722 463494,chemicals,word_order
r0816,Jarrow Textiles,153 Victoria Road,Norwich,,,,manufacturing,missing
r0817,PE Incorporated,65 Foundry Road,Sheffield,E89 7JG,www.pinnacleengineerin.co.uk,+44 1252 424420,manufacturing,acronym
r0818,DC Inc,163 Foundry Road,Plymouth,S79 7HH,www.draycottchemicals.co.uk,+44 1548 811906,engineering,acronym
r0819,Thornton Packaging Corp,186 Station Road,Norwich,S79 1JF,www.thorntonpackaging.co.uk,+44 1881 669874,wholesale,canonical
r0820,Netherby Engineering PLC,85 High Street,Norwich,N62 1DH,www.netherbyengineerin.co.uk,+44 1490 644572,manufacturing,canonical
